compound,date,neg,neu,pos,time,tweets ago,user
0.2263,2018-03-03,0.122,0.711,0.168,Sat Mar 03 00:38:24 +0000 2018,65,@CNN
-0.1779,2018-03-03,0.185,0.667,0.149,Sat Mar 03 00:23:55 +0000 2018,66,@CNN
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 00:08:58 +0000 2018,67,@CNN
0.4019,2018-03-02,0.0,0.886,0.114,Fri Mar 02 23:54:29 +0000 2018,68,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 23:44:13 +0000 2018,69,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 23:31:17 +0000 2018,70,@CNN
0.1027,2018-03-02,0.0,0.915,0.085,Fri Mar 02 23:18:17 +0000 2018,71,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 23:04:41 +0000 2018,72,@CNN
-0.296,2018-03-02,0.109,0.891,0.0,Fri Mar 02 22:49:51 +0000 2018,73,@CNN
-0.5574,2018-03-02,0.295,0.705,0.0,Fri Mar 02 22:36:12 +0000 2018,74,@CNN
-0.2023,2018-03-02,0.197,0.684,0.12,Fri Mar 02 22:22:37 +0000 2018,75,@CNN
0.4019,2018-03-02,0.0,0.863,0.137,Fri Mar 02 22:06:46 +0000 2018,76,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 21:50:36 +0000 2018,77,@CNN
-0.4767,2018-03-02,0.181,0.819,0.0,Fri Mar 02 21:35:40 +0000 2018,78,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 21:28:53 +0000 2018,79,@CNN
-0.5719,2018-03-02,0.163,0.837,0.0,Fri Mar 02 21:20:39 +0000 2018,80,@CNN
-0.25,2018-03-02,0.201,0.684,0.115,Fri Mar 02 21:16:24 +0000 2018,81,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 21:10:07 +0000 2018,82,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 20:56:44 +0000 2018,83,@CNN
0.4404,2018-03-02,0.0,0.775,0.225,Fri Mar 02 20:50:11 +0000 2018,84,@CNN
-0.7184,2018-03-02,0.231,0.769,0.0,Fri Mar 02 20:37:34 +0000 2018,85,@CNN
-0.34,2018-03-02,0.156,0.844,0.0,Fri Mar 02 20:24:25 +0000 2018,86,@CNN
-0.5423,2018-03-02,0.218,0.691,0.091,Fri Mar 02 20:12:14 +0000 2018,87,@CNN
-0.34,2018-03-02,0.13,0.87,0.0,Fri Mar 02 19:59:32 +0000 2018,88,@CNN
-0.875,2018-03-02,0.435,0.565,0.0,Fri Mar 02 19:47:21 +0000 2018,89,@CNN
-0.5106,2018-03-02,0.163,0.837,0.0,Fri Mar 02 19:34:25 +0000 2018,90,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 19:10:09 +0000 2018,91,@CNN
0.3832,2018-03-02,0.134,0.645,0.221,Fri Mar 02 19:01:05 +0000 2018,92,@CNN
-0.6597,2018-03-02,0.293,0.707,0.0,Fri Mar 02 18:50:13 +0000 2018,93,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 18:41:10 +0000 2018,94,@CNN
-0.4767,2018-03-02,0.181,0.819,0.0,Fri Mar 02 18:27:36 +0000 2018,95,@CNN
0.4585,2018-03-02,0.0,0.857,0.143,Fri Mar 02 18:14:29 +0000 2018,96,@CNN
-0.25,2018-03-02,0.111,0.889,0.0,Fri Mar 02 18:10:07 +0000 2018,97,@CNN
0.4019,2018-03-02,0.0,0.886,0.114,Fri Mar 02 18:00:13 +0000 2018,98,@CNN
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 17:50:10 +0000 2018,99,@CNN
-0.5994,2018-03-02,0.245,0.755,0.0,Fri Mar 02 17:40:08 +0000 2018,100,@CNN
-0.7783,2018-03-03,0.274,0.726,0.0,Sat Mar 03 22:09:20 +0000 2018,1,@FoxNews
-0.3612,2018-03-03,0.252,0.611,0.137,Sat Mar 03 22:04:37 +0000 2018,2,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:57:25 +0000 2018,3,@FoxNews
-0.4404,2018-03-03,0.182,0.818,0.0,Sat Mar 03 21:54:57 +0000 2018,4,@FoxNews
0.5707,2018-03-03,0.0,0.83,0.17,Sat Mar 03 21:48:00 +0000 2018,5,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:39:00 +0000 2018,6,@FoxNews
-0.3103,2018-03-03,0.148,0.761,0.091,Sat Mar 03 21:35:42 +0000 2018,7,@FoxNews
0.128,2018-03-03,0.0,0.919,0.081,Sat Mar 03 21:33:41 +0000 2018,8,@FoxNews
-0.0772,2018-03-03,0.137,0.743,0.12,Sat Mar 03 21:33:08 +0000 2018,9,@FoxNews
0.4019,2018-03-03,0.0,0.87,0.13,Sat Mar 03 21:30:37 +0000 2018,10,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:25:34 +0000 2018,11,@FoxNews
-0.347,2018-03-03,0.189,0.687,0.124,Sat Mar 03 21:21:00 +0000 2018,12,@FoxNews
-0.5994,2018-03-03,0.336,0.507,0.157,Sat Mar 03 21:19:36 +0000 2018,13,@FoxNews
0.4019,2018-03-03,0.0,0.828,0.172,Sat Mar 03 21:11:57 +0000 2018,14,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:06:19 +0000 2018,15,@FoxNews
0.5719,2018-03-03,0.0,0.73,0.27,Sat Mar 03 21:02:27 +0000 2018,16,@FoxNews
-0.5267,2018-03-03,0.239,0.761,0.0,Sat Mar 03 21:00:36 +0000 2018,17,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:00:00 +0000 2018,18,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:52:19 +0000 2018,19,@FoxNews
-0.296,2018-03-03,0.121,0.879,0.0,Sat Mar 03 20:40:41 +0000 2018,20,@FoxNews
-0.5423,2018-03-03,0.259,0.741,0.0,Sat Mar 03 20:37:03 +0000 2018,21,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:29:04 +0000 2018,22,@FoxNews
-0.347,2018-03-03,0.189,0.687,0.124,Sat Mar 03 20:22:00 +0000 2018,23,@FoxNews
-0.5994,2018-03-03,0.196,0.804,0.0,Sat Mar 03 20:21:54 +0000 2018,24,@FoxNews
-0.3818,2018-03-03,0.153,0.847,0.0,Sat Mar 03 20:20:16 +0000 2018,25,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:18:41 +0000 2018,26,@FoxNews
-0.7003,2018-03-03,0.27,0.615,0.115,Sat Mar 03 20:18:37 +0000 2018,27,@FoxNews
-0.4215,2018-03-03,0.237,0.763,0.0,Sat Mar 03 20:18:34 +0000 2018,28,@FoxNews
-0.128,2018-03-03,0.13,0.87,0.0,Sat Mar 03 20:18:30 +0000 2018,29,@FoxNews
-0.3818,2018-03-03,0.14,0.86,0.0,Sat Mar 03 20:18:27 +0000 2018,30,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:17:13 +0000 2018,31,@FoxNews
0.1531,2018-03-03,0.256,0.513,0.231,Sat Mar 03 20:12:12 +0000 2018,32,@FoxNews
0.802,2018-03-03,0.0,0.69,0.31,Sat Mar 03 20:03:06 +0000 2018,33,@FoxNews
-0.34,2018-03-03,0.103,0.897,0.0,Sat Mar 03 19:49:08 +0000 2018,34,@FoxNews
-0.1531,2018-03-03,0.103,0.819,0.078,Sat Mar 03 19:45:14 +0000 2018,35,@FoxNews
-0.7579,2018-03-03,0.351,0.649,0.0,Sat Mar 03 19:41:22 +0000 2018,36,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 19:39:58 +0000 2018,37,@FoxNews
0.3284,2018-03-03,0.125,0.736,0.139,Sat Mar 03 19:39:46 +0000 2018,38,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 19:30:00 +0000 2018,39,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 19:29:22 +0000 2018,40,@FoxNews
-0.2481,2018-03-03,0.197,0.657,0.147,Sat Mar 03 19:23:55 +0000 2018,41,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 19:15:00 +0000 2018,42,@FoxNews
-0.7579,2018-03-03,0.351,0.649,0.0,Sat Mar 03 19:06:49 +0000 2018,43,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:56:04 +0000 2018,44,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:56:00 +0000 2018,45,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:51:05 +0000 2018,46,@FoxNews
-0.0516,2018-03-03,0.148,0.714,0.138,Sat Mar 03 18:44:22 +0000 2018,47,@FoxNews
-0.347,2018-03-03,0.189,0.687,0.124,Sat Mar 03 18:40:00 +0000 2018,48,@FoxNews
0.4215,2018-03-03,0.0,0.797,0.203,Sat Mar 03 18:38:02 +0000 2018,49,@FoxNews
-0.6249,2018-03-03,0.24,0.76,0.0,Sat Mar 03 18:36:00 +0000 2018,50,@FoxNews
-0.7845,2018-03-03,0.365,0.635,0.0,Sat Mar 03 18:35:25 +0000 2018,51,@FoxNews
-0.128,2018-03-03,0.086,0.914,0.0,Sat Mar 03 18:26:48 +0000 2018,52,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:13:02 +0000 2018,53,@FoxNews
-0.4019,2018-03-03,0.252,0.748,0.0,Sat Mar 03 18:06:24 +0000 2018,54,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:03:51 +0000 2018,55,@FoxNews
0.296,2018-03-03,0.0,0.855,0.145,Sat Mar 03 17:56:46 +0000 2018,56,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:53:29 +0000 2018,57,@FoxNews
-0.296,2018-03-03,0.095,0.905,0.0,Sat Mar 03 17:40:10 +0000 2018,58,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:37:08 +0000 2018,59,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:28:51 +0000 2018,60,@FoxNews
-0.5574,2018-03-03,0.265,0.735,0.0,Sat Mar 03 17:14:48 +0000 2018,61,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:12:39 +0000 2018,62,@FoxNews
-0.5574,2018-03-03,0.265,0.735,0.0,Sat Mar 03 17:10:10 +0000 2018,63,@FoxNews
-0.5574,2018-03-03,0.31,0.69,0.0,Sat Mar 03 17:05:19 +0000 2018,64,@FoxNews
-0.2023,2018-03-03,0.134,0.763,0.103,Sat Mar 03 16:56:34 +0000 2018,65,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:51:32 +0000 2018,66,@FoxNews
-0.1779,2018-03-03,0.188,0.69,0.123,Sat Mar 03 16:44:37 +0000 2018,67,@FoxNews
0.7184,2018-03-03,0.0,0.667,0.333,Sat Mar 03 16:35:06 +0000 2018,68,@FoxNews
-0.296,2018-03-03,0.167,0.833,0.0,Sat Mar 03 16:29:52 +0000 2018,69,@FoxNews
0.3182,2018-03-03,0.0,0.85,0.15,Sat Mar 03 16:12:46 +0000 2018,70,@FoxNews
0.765,2018-03-03,0.0,0.678,0.322,Sat Mar 03 16:11:33 +0000 2018,71,@FoxNews
-0.3182,2018-03-03,0.196,0.699,0.105,Sat Mar 03 16:01:48 +0000 2018,72,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:59:48 +0000 2018,73,@FoxNews
0.4019,2018-03-03,0.0,0.828,0.172,Sat Mar 03 15:53:00 +0000 2018,74,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:50:09 +0000 2018,75,@FoxNews
-0.5267,2018-03-03,0.239,0.761,0.0,Sat Mar 03 15:43:38 +0000 2018,76,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:38:35 +0000 2018,77,@FoxNews
-0.4404,2018-03-03,0.209,0.791,0.0,Sat Mar 03 15:31:08 +0000 2018,78,@FoxNews
0.3818,2018-03-03,0.0,0.822,0.178,Sat Mar 03 15:26:00 +0000 2018,79,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:20:00 +0000 2018,80,@FoxNews
-0.25,2018-03-03,0.118,0.882,0.0,Sat Mar 03 15:19:51 +0000 2018,81,@FoxNews
0.7906,2018-03-03,0.07,0.484,0.446,Sat Mar 03 15:11:58 +0000 2018,82,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:10:03 +0000 2018,83,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:06:08 +0000 2018,84,@FoxNews
0.5106,2018-03-03,0.0,0.736,0.264,Sat Mar 03 14:58:11 +0000 2018,85,@FoxNews
-0.875,2018-03-03,0.562,0.438,0.0,Sat Mar 03 14:50:39 +0000 2018,86,@FoxNews
0.6369,2018-03-03,0.0,0.781,0.219,Sat Mar 03 14:35:09 +0000 2018,87,@FoxNews
0.5719,2018-03-03,0.0,0.73,0.27,Sat Mar 03 14:26:55 +0000 2018,88,@FoxNews
-0.7579,2018-03-03,0.394,0.606,0.0,Sat Mar 03 14:09:18 +0000 2018,89,@FoxNews
-0.2732,2018-03-03,0.255,0.559,0.186,Sat Mar 03 13:54:12 +0000 2018,90,@FoxNews
0.7003,2018-03-03,0.0,0.657,0.343,Sat Mar 03 13:32:35 +0000 2018,91,@FoxNews
0.4019,2018-03-03,0.141,0.576,0.283,Sat Mar 03 13:22:12 +0000 2018,92,@FoxNews
-0.4019,2018-03-03,0.252,0.748,0.0,Sat Mar 03 13:16:23 +0000 2018,93,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:57:23 +0000 2018,94,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:53:36 +0000 2018,95,@FoxNews
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:46:48 +0000 2018,96,@FoxNews
0.34,2018-03-03,0.0,0.893,0.107,Sat Mar 03 12:38:36 +0000 2018,97,@FoxNews
-0.3103,2018-03-03,0.148,0.761,0.091,Sat Mar 03 12:37:13 +0000 2018,98,@FoxNews
-0.6597,2018-03-03,0.253,0.747,0.0,Sat Mar 03 12:33:00 +0000 2018,99,@FoxNews
0.296,2018-03-03,0.141,0.647,0.212,Sat Mar 03 12:11:59 +0000 2018,100,@FoxNews
0.4404,2018-03-03,0.0,0.884,0.116,Sat Mar 03 21:58:02 +0000 2018,1,@nytimes
-0.0516,2018-03-03,0.099,0.811,0.09,Sat Mar 03 21:47:03 +0000 2018,2,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:33:32 +0000 2018,3,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:18:33 +0000 2018,4,@nytimes
0.0772,2018-03-03,0.0,0.902,0.098,Sat Mar 03 21:03:50 +0000 2018,5,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:47:07 +0000 2018,6,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:32:03 +0000 2018,7,@nytimes
-0.5574,2018-03-03,0.153,0.847,0.0,Sat Mar 03 20:17:06 +0000 2018,8,@nytimes
0.1621,2018-03-03,0.127,0.716,0.157,Sat Mar 03 20:02:03 +0000 2018,9,@nytimes
-0.1027,2018-03-03,0.072,0.928,0.0,Sat Mar 03 19:47:04 +0000 2018,10,@nytimes
0.4215,2018-03-03,0.0,0.887,0.113,Sat Mar 03 19:32:08 +0000 2018,11,@nytimes
0.0,2018-03-03,0.102,0.796,0.102,Sat Mar 03 19:17:07 +0000 2018,12,@nytimes
0.3612,2018-03-03,0.0,0.857,0.143,Sat Mar 03 19:02:06 +0000 2018,13,@nytimes
-0.3612,2018-03-03,0.217,0.783,0.0,Sat Mar 03 18:47:01 +0000 2018,14,@nytimes
-0.0258,2018-03-03,0.111,0.741,0.148,Sat Mar 03 18:32:06 +0000 2018,15,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:17:04 +0000 2018,16,@nytimes
0.0258,2018-03-03,0.098,0.8,0.102,Sat Mar 03 18:02:14 +0000 2018,17,@nytimes
-0.5574,2018-03-03,0.195,0.805,0.0,Sat Mar 03 17:49:25 +0000 2018,18,@nytimes
0.765,2018-03-03,0.08,0.362,0.558,Sat Mar 03 17:32:07 +0000 2018,19,@nytimes
-0.34,2018-03-03,0.123,0.818,0.059,Sat Mar 03 17:17:09 +0000 2018,20,@nytimes
0.4019,2018-03-03,0.0,0.87,0.13,Sat Mar 03 17:02:08 +0000 2018,21,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:47:01 +0000 2018,22,@nytimes
-0.7841,2018-03-03,0.288,0.712,0.0,Sat Mar 03 16:32:03 +0000 2018,23,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:17:03 +0000 2018,24,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:02:03 +0000 2018,25,@nytimes
0.6369,2018-03-03,0.0,0.802,0.198,Sat Mar 03 15:47:00 +0000 2018,26,@nytimes
0.4215,2018-03-03,0.0,0.872,0.128,Sat Mar 03 15:32:07 +0000 2018,27,@nytimes
-0.1027,2018-03-03,0.3,0.444,0.256,Sat Mar 03 15:17:17 +0000 2018,28,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:02:06 +0000 2018,29,@nytimes
0.5719,2018-03-03,0.0,0.85,0.15,Sat Mar 03 14:40:05 +0000 2018,30,@nytimes
-0.34,2018-03-03,0.124,0.876,0.0,Sat Mar 03 14:21:01 +0000 2018,31,@nytimes
0.2263,2018-03-03,0.101,0.759,0.139,Sat Mar 03 14:12:22 +0000 2018,32,@nytimes
-0.8519,2018-03-03,0.538,0.462,0.0,Sat Mar 03 14:02:52 +0000 2018,33,@nytimes
0.2567,2018-03-03,0.184,0.541,0.275,Sat Mar 03 14:02:04 +0000 2018,34,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 14:00:05 +0000 2018,35,@nytimes
-0.34,2018-03-03,0.107,0.893,0.0,Sat Mar 03 13:41:08 +0000 2018,36,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:38:16 +0000 2018,37,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:21:03 +0000 2018,38,@nytimes
-0.7096,2018-03-03,0.424,0.576,0.0,Sat Mar 03 13:17:39 +0000 2018,39,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:14:28 +0000 2018,40,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:02:06 +0000 2018,41,@nytimes
0.296,2018-03-03,0.0,0.891,0.109,Sat Mar 03 12:41:02 +0000 2018,42,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:21:02 +0000 2018,43,@nytimes
-0.4541,2018-03-03,0.153,0.847,0.0,Sat Mar 03 12:02:07 +0000 2018,44,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 11:46:18 +0000 2018,45,@nytimes
-0.4019,2018-03-03,0.184,0.816,0.0,Sat Mar 03 11:28:58 +0000 2018,46,@nytimes
0.3818,2018-03-03,0.0,0.755,0.245,Sat Mar 03 11:25:56 +0000 2018,47,@nytimes
0.5994,2018-03-03,0.0,0.505,0.495,Sat Mar 03 11:22:53 +0000 2018,48,@nytimes
0.5994,2018-03-03,0.0,0.719,0.281,Sat Mar 03 11:19:39 +0000 2018,49,@nytimes
-0.8225,2018-03-03,0.336,0.664,0.0,Sat Mar 03 11:03:06 +0000 2018,50,@nytimes
0.9183,2018-03-03,0.0,0.581,0.419,Sat Mar 03 10:36:20 +0000 2018,51,@nytimes
0.5106,2018-03-03,0.0,0.845,0.155,Sat Mar 03 10:19:53 +0000 2018,52,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 10:03:05 +0000 2018,53,@nytimes
0.0772,2018-03-03,0.0,0.885,0.115,Sat Mar 03 09:46:29 +0000 2018,54,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 09:46:05 +0000 2018,55,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 09:25:00 +0000 2018,56,@nytimes
0.6486,2018-03-03,0.0,0.773,0.227,Sat Mar 03 09:08:42 +0000 2018,57,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 08:52:19 +0000 2018,58,@nytimes
-0.3182,2018-03-03,0.113,0.887,0.0,Sat Mar 03 08:36:01 +0000 2018,59,@nytimes
0.0258,2018-03-03,0.0,0.909,0.091,Sat Mar 03 08:07:00 +0000 2018,60,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 07:49:12 +0000 2018,61,@nytimes
-0.3818,2018-03-03,0.126,0.874,0.0,Sat Mar 03 07:47:02 +0000 2018,62,@nytimes
-0.296,2018-03-03,0.121,0.879,0.0,Sat Mar 03 07:15:29 +0000 2018,63,@nytimes
0.5106,2018-03-03,0.0,0.845,0.155,Sat Mar 03 06:59:02 +0000 2018,64,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 06:42:03 +0000 2018,65,@nytimes
0.25,2018-03-03,0.0,0.895,0.105,Sat Mar 03 06:23:39 +0000 2018,66,@nytimes
0.7096,2018-03-03,0.0,0.688,0.312,Sat Mar 03 06:07:01 +0000 2018,67,@nytimes
0.5994,2018-03-03,0.0,0.719,0.281,Sat Mar 03 05:50:16 +0000 2018,68,@nytimes
-0.296,2018-03-03,0.095,0.905,0.0,Sat Mar 03 05:32:02 +0000 2018,69,@nytimes
-0.4215,2018-03-03,0.223,0.707,0.071,Sat Mar 03 05:17:03 +0000 2018,70,@nytimes
-0.5106,2018-03-03,0.142,0.858,0.0,Sat Mar 03 05:02:02 +0000 2018,71,@nytimes
-0.4215,2018-03-03,0.135,0.865,0.0,Sat Mar 03 04:47:03 +0000 2018,72,@nytimes
0.2732,2018-03-03,0.0,0.884,0.116,Sat Mar 03 04:37:01 +0000 2018,73,@nytimes
0.4215,2018-03-03,0.0,0.851,0.149,Sat Mar 03 04:26:03 +0000 2018,74,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 04:17:03 +0000 2018,75,@nytimes
0.296,2018-03-03,0.167,0.556,0.278,Sat Mar 03 04:02:04 +0000 2018,76,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 03:47:02 +0000 2018,77,@nytimes
-0.3612,2018-03-03,0.152,0.848,0.0,Sat Mar 03 03:32:03 +0000 2018,78,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 03:17:02 +0000 2018,79,@nytimes
0.4404,2018-03-03,0.0,0.861,0.139,Sat Mar 03 03:02:04 +0000 2018,80,@nytimes
-0.5574,2018-03-03,0.175,0.825,0.0,Sat Mar 03 02:47:01 +0000 2018,81,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 02:32:07 +0000 2018,82,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 02:18:03 +0000 2018,83,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 02:02:09 +0000 2018,84,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 01:47:06 +0000 2018,85,@nytimes
-0.34,2018-03-03,0.107,0.893,0.0,Sat Mar 03 01:32:01 +0000 2018,86,@nytimes
-0.216,2018-03-03,0.113,0.81,0.077,Sat Mar 03 01:17:05 +0000 2018,87,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 01:02:02 +0000 2018,88,@nytimes
0.5859,2018-03-03,0.0,0.787,0.213,Sat Mar 03 00:47:08 +0000 2018,89,@nytimes
-0.34,2018-03-03,0.124,0.876,0.0,Sat Mar 03 00:32:05 +0000 2018,90,@nytimes
-0.5423,2018-03-03,0.231,0.677,0.092,Sat Mar 03 00:17:05 +0000 2018,91,@nytimes
0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 00:02:02 +0000 2018,92,@nytimes
0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 23:47:04 +0000 2018,93,@nytimes
-0.2263,2018-03-02,0.245,0.542,0.213,Fri Mar 02 23:32:03 +0000 2018,94,@nytimes
-0.5574,2018-03-02,0.231,0.769,0.0,Fri Mar 02 23:17:43 +0000 2018,95,@nytimes
-0.1779,2018-03-02,0.185,0.667,0.149,Fri Mar 02 23:17:04 +0000 2018,96,@nytimes
-0.4541,2018-03-02,0.153,0.847,0.0,Fri Mar 02 23:02:04 +0000 2018,97,@nytimes
0.6705,2018-03-02,0.0,0.732,0.268,Fri Mar 02 22:47:02 +0000 2018,98,@nytimes
-0.3818,2018-03-02,0.098,0.902,0.0,Fri Mar 02 22:32:06 +0000 2018,99,@nytimes
0.7096,2018-03-02,0.0,0.688,0.312,Fri Mar 02 22:17:06 +0000 2018,100,@nytimes
